query_appid,query_game,metadata_rank,appid,recommended_game,metadata_score,genre_similarity,tag_similarity,play_mode_similarity,shared_genres,shared_tags,shared_play_modes,release_date,pct_pos_total,num_reviews_total,recommendations
1174180,Red Dead Redemption 2,1,1404210,Red Dead Online,0.7675,1.0,0.615,0.99,"['action', 'adventure']","['action', 'adventure', 'first person', 'gore', 'horses', 'multiplayer', 'open world', 'realistic', 'shooter', 'singleplayer', 'story rich', 'third person shooter', 'western']","['co op', 'multi player', 'online co op', 'online pvp', 'pvp']",2020-12-01,83.0,56651.0,56631
1174180,Red Dead Redemption 2,2,271590,Grand Theft Auto V Legacy,0.6962,1.0,0.4936,1.0,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'first person', 'great soundtrack', 'mature', 'multiplayer', 'open world', 'sandbox', 'shooter', 'singleplayer', 'third person', 'third person shooter']","['co op', 'multi player', 'online co op', 'online pvp', 'pvp', 'single player']",2015-04-13,87.0,1803832.0,1803063
1174180,Red Dead Redemption 2,3,2176790,Furry Arena [18+],0.6325,1.0,0.0,1.0,"['action', 'adventure']",[],"['co op', 'multi player', 'online co op', 'online pvp', 'pvp', 'single player']",2022-12-01,66.0,512.0,512
1174180,Red Dead Redemption 2,4,287700,METAL GEAR SOLID V: THE PHANTOM PAIN,0.6286,1.0,0.5346,0.3858,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'great soundtrack', 'horses', 'multiplayer', 'open world', 'sandbox', 'shooter', 'singleplayer', 'story rich', 'third person', 'third person shooter']","['multi player', 'single player']",2015-09-01,91.0,65758.0,65711
1174180,Red Dead Redemption 2,5,360430,Mafia III: Definitive Edition,0.627,1.0,0.5931,0.141,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'fps', 'gore', 'great soundtrack', 'mature', 'multiplayer', 'open world', 'sandbox', 'shooter', 'singleplayer', 'story rich', 'third person', 'third person shooter']",['single player'],2020-05-19,57.0,33735.0,33730
1174180,Red Dead Redemption 2,6,447040,Watch_Dogs® 2,0.6136,1.0,0.4592,0.5868,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'fps', 'mature', 'multiplayer', 'open world', 'sandbox', 'shooter', 'singleplayer', 'story rich', 'third person', 'third person shooter']","['co op', 'multi player', 'single player']",2016-11-28,82.0,74558.0,74360
1174180,Red Dead Redemption 2,7,235600,Tom Clancy’s Splinter Cell Blacklist,0.6111,1.0,0.4551,0.5868,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'first person', 'fps', 'mature', 'multiplayer', 'shooter', 'singleplayer', 'story rich', 'third person', 'third person shooter']","['co op', 'multi player', 'single player']",2013-08-20,80.0,17277.0,17265
1174180,Red Dead Redemption 2,8,1938090,Call of Duty®,0.6096,0.6999,0.5108,0.8544,['action'],"['action', 'atmospheric', 'first person', 'fps', 'gore', 'mature', 'multiplayer', 'realistic', 'shooter', 'singleplayer', 'story rich', 'third person', 'third person shooter']","['co op', 'multi player', 'online co op', 'online pvp', 'pvp', 'single player']",2022-10-27,55.0,379855.0,379597
1174180,Red Dead Redemption 2,9,904590,Arcade LA Deadzone,0.6079,1.0,0.0,0.8964,"['action', 'adventure']",[],"['co op', 'multi player', 'online co op', 'online pvp']",2019-02-27,,0.0,0
1174180,Red Dead Redemption 2,10,312660,Sniper Elite 4,0.6076,1.0,0.4493,0.5868,"['action', 'adventure']","['action', 'adventure', 'first person', 'fps', 'gore', 'mature', 'multiplayer', 'open world', 'shooter', 'singleplayer', 'third person', 'third person shooter']","['co op', 'multi player', 'single player']",2017-02-13,91.0,50473.0,50468
1174180,Red Dead Redemption 2,11,2231380,Tom Clancy's Ghost Recon® Breakpoint,0.6045,1.0,0.3963,0.7782,"['action', 'adventure']","['action', 'adventure', 'fps', 'gore', 'multiplayer', 'open world', 'realistic', 'shooter', 'singleplayer', 'third person', 'third person shooter']","['co op', 'multi player', 'online co op', 'single player']",2023-01-23,72.0,27254.0,26526
1174180,Red Dead Redemption 2,12,914290,Welcome to Princeland,0.6044,0.8263,0.4131,1.0,"['action', 'adventure']","['action', 'adventure', 'gore', 'multiplayer', 'open world', 'third person shooter']","['co op', 'multi player', 'online co op', 'online pvp', 'pvp', 'single player']",2018-11-09,77.0,302.0,302
1174180,Red Dead Redemption 2,13,460930,Tom Clancy's Ghost Recon® Wildlands,0.6022,1.0,0.4404,0.5868,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'first person', 'fps', 'multiplayer', 'open world', 'sandbox', 'shooter', 'singleplayer', 'third person', 'third person shooter']","['co op', 'multi player', 'single player']",2017-03-06,80.0,80950.0,80683
1174180,Red Dead Redemption 2,14,2840770,Avatar: Frontiers of Pandora™,0.5921,1.0,0.3755,0.7782,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'beautiful', 'first person', 'multiplayer', 'open world', 'shooter', 'singleplayer', 'story rich']","['co op', 'multi player', 'online co op', 'single player']",2024-06-17,67.0,3082.0,3005
1174180,Red Dead Redemption 2,15,1860550,Space Quest: 2099,0.5907,0.8944,0.0,1.0,"['action', 'adventure']",[],"['co op', 'multi player', 'online co op', 'online pvp', 'pvp', 'single player']",2022-01-25,91.0,146.0,0
1174180,Red Dead Redemption 2,16,222480,Resident Evil Revelations,0.5831,1.0,0.4085,0.5868,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'gore', 'great soundtrack', 'multiplayer', 'shooter', 'singleplayer', 'story rich', 'third person', 'third person shooter']","['co op', 'multi player', 'single player']",2013-05-20,82.0,9235.0,9234
1174180,Red Dead Redemption 2,17,257420,Serious Sam 4,0.5804,0.8944,0.4001,0.7782,"['action', 'adventure']","['action', 'adventure', 'first person', 'fps', 'gore', 'great soundtrack', 'multiplayer', 'open world', 'shooter', 'singleplayer', 'third person shooter']","['co op', 'multi player', 'online co op', 'single player']",2020-09-24,83.0,13964.0,13954
1174180,Red Dead Redemption 2,18,1630880,Sweeping the Ruins,0.5799,1.0,0.0,0.7782,"['action', 'adventure']",[],"['co op', 'multi player', 'online co op', 'single player']",2021-08-01,77.0,22.0,0
1174180,Red Dead Redemption 2,19,2513810,The Forest of Conx,0.5799,1.0,0.0,0.7782,"['action', 'adventure']",[],"['co op', 'multi player', 'online co op', 'single player']",2023-08-05,88.0,25.0,0
1174180,Red Dead Redemption 2,20,2592070,Roguevive: Prelude,0.5799,1.0,0.0,0.7782,"['action', 'adventure']",[],"['co op', 'multi player', 'online co op', 'single player']",2023-09-28,82.0,51.0,0
1174180,Red Dead Redemption 2,21,3524700,Anomaly Living,0.5799,1.0,0.0,0.7782,"['action', 'adventure']",[],"['co op', 'multi player', 'online co op', 'single player']",2025-03-10,,0.0,0
1174180,Red Dead Redemption 2,22,501590,Bulletstorm: Full Clip Edition,0.5798,1.0,0.3551,0.7782,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'first person', 'fps', 'gore', 'great soundtrack', 'multiplayer', 'shooter', 'singleplayer', 'story rich']","['co op', 'multi player', 'online co op', 'single player']",2017-04-07,88.0,6658.0,6596
1174180,Red Dead Redemption 2,23,2588180,Dead Past 8,0.5794,0.605,0.4661,0.99,"['action', 'adventure']","['action', 'adventure', 'gore', 'multiplayer', 'open world', 'realistic', 'sandbox', 'shooter', 'third person', 'third person shooter']","['co op', 'multi player', 'online co op', 'online pvp', 'pvp']",2023-10-18,,0.0,0
1174180,Red Dead Redemption 2,24,1029690,Sniper Elite 5,0.5772,1.0,0.3317,0.8544,"['action', 'adventure']","['action', 'adventure', 'fps', 'gore', 'multiplayer', 'open world', 'shooter', 'singleplayer', 'third person', 'third person shooter']","['co op', 'multi player', 'online co op', 'online pvp', 'pvp', 'single player']",2022-05-25,83.0,16813.0,16725
1174180,Red Dead Redemption 2,25,1570340,Dawn of the Falkonir,0.5768,1.0,0.0,0.7653,"['action', 'adventure']",[],"['co op', 'multi player', 'online co op']",2021-05-05,55.0,38.0,0
1174180,Red Dead Redemption 2,26,2239550,Watch Dogs®: Legion,0.5747,1.0,0.2911,1.0,"['action', 'adventure']","['action', 'adventure', 'multiplayer', 'open world', 'realistic', 'shooter', 'singleplayer', 'third person', 'third person shooter']","['co op', 'multi player', 'online co op', 'online pvp', 'pvp', 'single player']",2023-01-26,57.0,9222.0,9192
1174180,Red Dead Redemption 2,27,2737430,Exotic Fighter,0.5701,1.0,0.0,0.7371,"['action', 'adventure']",[],"['multi player', 'online pvp', 'pvp', 'single player']",2024-02-01,,0.0,0
1174180,Red Dead Redemption 2,28,1962660,Call of Duty®: Modern Warfare® II,0.5675,0.6999,0.4406,0.8544,['action'],"['action', 'atmospheric', 'first person', 'fps', 'gore', 'multiplayer', 'realistic', 'shooter', 'singleplayer', 'story rich', 'third person', 'third person shooter']","['co op', 'multi player', 'online co op', 'online pvp', 'pvp', 'single player']",2022-10-27,21.0,6919.0,6914
1174180,Red Dead Redemption 2,29,292730,Call of Duty®: Infinite Warfare,0.5669,1.0,0.2782,1.0,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'first person', 'fps', 'great soundtrack', 'multiplayer', 'shooter', 'singleplayer', 'story rich']","['co op', 'multi player', 'online co op', 'online pvp', 'pvp', 'single player']",2016-11-03,62.0,15585.0,15577
1174180,Red Dead Redemption 2,30,1860090,Pirates Of Heaven,0.5669,1.0,0.0,0.7235,"['action', 'adventure']",[],"['multi player', 'online pvp', 'pvp']",2023-12-18,35.0,31.0,0
1174180,Red Dead Redemption 2,31,1751350,Wild Indigo Ranch,0.5657,0.8944,0.3756,0.7782,"['action', 'adventure']","['adventure', 'atmospheric', 'horses', 'open world', 'sandbox', 'story rich', 'western']","['co op', 'multi player', 'online co op', 'single player']",2024-09-18,70.0,378.0,377
1174180,Red Dead Redemption 2,32,2369390,Far Cry® 6,0.5651,1.0,0.3306,0.7782,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'first person', 'fps', 'multiplayer', 'open world', 'sandbox', 'shooter', 'singleplayer']","['co op', 'multi player', 'online co op', 'single player']",2023-05-11,71.0,23932.0,23886
1174180,Red Dead Redemption 2,33,238090,Sniper Elite 3,0.5641,1.0,0.3768,0.5868,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'fps', 'gore', 'multiplayer', 'open world', 'shooter', 'singleplayer', 'third person', 'third person shooter']","['co op', 'multi player', 'single player']",2014-06-27,82.0,20197.0,20189
1174180,Red Dead Redemption 2,34,434730,Half Dead,0.5614,1.0,0.269,1.0,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'first person', 'gore', 'multiplayer', 'open world', 'singleplayer']","['co op', 'multi player', 'online co op', 'online pvp', 'pvp', 'single player']",2016-08-01,78.0,2678.0,2678
1174180,Red Dead Redemption 2,35,1795180,Ice Station Z,0.5599,0.8944,0.3105,1.0,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'open world', 'realistic', 'sandbox', 'third person', 'third person shooter']","['co op', 'multi player', 'online co op', 'online pvp', 'pvp', 'single player']",2021-12-02,74.0,149.0,148
1174180,Red Dead Redemption 2,36,1476290,Welcome To Graystone,0.5596,0.8944,0.3101,1.0,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'open world', 'realistic', 'sandbox', 'third person', 'third person shooter']","['co op', 'multi player', 'online co op', 'online pvp', 'pvp', 'single player']",2021-07-20,,0.0,0
1174180,Red Dead Redemption 2,37,434050,Duke Nukem 3D: 20th Anniversary World Tour,0.5595,1.0,0.2659,1.0,"['action', 'adventure']","['action', 'adventure', 'first person', 'fps', 'gore', 'great soundtrack', 'multiplayer', 'shooter', 'singleplayer']","['co op', 'multi player', 'online co op', 'online pvp', 'pvp', 'single player']",2016-10-11,85.0,4510.0,4478
1174180,Red Dead Redemption 2,38,552520,Far Cry® 5,0.5545,1.0,0.3129,0.7782,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'first person', 'fps', 'multiplayer', 'open world', 'realistic', 'shooter', 'story rich']","['co op', 'multi player', 'online co op', 'single player']",2018-03-26,80.0,154338.0,154238
1174180,Red Dead Redemption 2,39,301910,Saints Row: Gat out of Hell,0.5528,0.6999,0.483,0.5868,['action'],"['action', 'adventure', 'atmospheric', 'gore', 'mature', 'multiplayer', 'open world', 'sandbox', 'shooter', 'singleplayer', 'third person', 'third person shooter']","['co op', 'multi player', 'single player']",2015-01-20,75.0,7487.0,7488
1174180,Red Dead Redemption 2,40,1030840,Mafia: Definitive Edition,0.5524,1.0,0.4688,0.141,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'gore', 'great soundtrack', 'mature', 'multiplayer', 'open world', 'shooter', 'singleplayer', 'story rich', 'third person', 'third person shooter']",['single player'],2020-09-24,86.0,69056.0,68680
1174180,Red Dead Redemption 2,41,1922980,Xheres,0.5518,0.8944,0.3524,0.7782,"['action', 'adventure']","['action', 'adventure', 'first person', 'fps', 'multiplayer', 'realistic', 'shooter', 'singleplayer', 'third person', 'third person shooter']","['co op', 'multi player', 'online co op', 'single player']",2024-11-20,,0.0,0
1174180,Red Dead Redemption 2,42,816090,Space Hulk: Deathwing Enhanced Edition,0.5517,1.0,0.3083,0.7782,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'first person', 'fps', 'gore', 'mature', 'multiplayer', 'shooter', 'singleplayer']","['co op', 'multi player', 'online co op', 'single player']",2018-05-22,72.0,8146.0,8137
1174180,Red Dead Redemption 2,43,289650,Assassin's Creed® Unity,0.5513,1.0,0.3554,0.5868,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'beautiful', 'great soundtrack', 'multiplayer', 'open world', 'singleplayer', 'story rich', 'third person']","['co op', 'multi player', 'single player']",2014-11-11,78.0,66586.0,66482
1174180,Red Dead Redemption 2,44,529910,ARK Park,0.5512,1.0,0.3176,0.7377,"['action', 'adventure']","['action', 'adventure', 'first person', 'fps', 'multiplayer', 'open world', 'shooter', 'singleplayer']","['co op', 'multi player', 'online co op', 'online pvp', 'pvp', 'single player']",2018-03-21,45.0,383.0,379
1174180,Red Dead Redemption 2,45,45770,Dead Rising 2: Off the Record,0.5509,1.0,0.3548,0.5868,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'gore', 'great soundtrack', 'multiplayer', 'open world', 'sandbox', 'singleplayer', 'third person']","['co op', 'multi player', 'single player']",2011-10-11,77.0,2477.0,2472
1174180,Red Dead Redemption 2,46,275850,No Man's Sky,0.5469,1.0,0.2812,0.8544,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'first person', 'fps', 'multiplayer', 'open world', 'sandbox', 'singleplayer']","['co op', 'multi player', 'online co op', 'online pvp', 'pvp', 'single player']",2016-08-12,81.0,262130.0,262068
1174180,Red Dead Redemption 2,47,342180,Arizona Sunshine®,0.5461,0.8944,0.2875,1.0,"['action', 'adventure']","['action', 'adventure', 'first person', 'fps', 'gore', 'multiplayer', 'open world', 'shooter', 'singleplayer']","['co op', 'multi player', 'online co op', 'online pvp', 'pvp', 'single player']",2016-12-06,80.0,7423.0,7423
1174180,Red Dead Redemption 2,48,298110,Far Cry® 4,0.5459,1.0,0.3465,0.5868,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'first person', 'fps', 'multiplayer', 'open world', 'sandbox', 'shooter', 'singleplayer', 'story rich']","['co op', 'multi player', 'single player']",2014-11-17,84.0,54699.0,54592
1174180,Red Dead Redemption 2,49,220240,Far Cry 3,0.5452,1.0,0.3453,0.5868,"['action', 'adventure']","['action', 'adventure', 'atmospheric', 'first person', 'fps', 'multiplayer', 'open world', 'sandbox', 'shooter', 'singleplayer', 'story rich']","['co op', 'multi player', 'single player']",2012-12-04,89.0,100711.0,100438
1174180,Red Dead Redemption 2,50,3200020,Gengu Survival,0.5427,0.8944,0.3374,0.7782,"['action', 'adventure']","['action', 'adventure', 'first person', 'fps', 'multiplayer', 'open world', 'realistic', 'sandbox', 'shooter', 'singleplayer']","['co op', 'multi player', 'online co op', 'single player']",2024-10-09,,0.0,0
578080,PUBG: BATTLEGROUNDS,1,994200,天际起源 The Ark of Horizon,0.8334,1.0,0.7223,1.0,"['action', 'adventure', 'free to play', 'massively multiplayer']","['action', 'battle royale', 'co op', 'competitive', 'early access', 'fps', 'multiplayer', 'pvp', 'shooter', 'survival', 'tactical', 'team based', 'third person shooter']","['multi player', 'online pvp', 'pvp']",2019-03-13,52.0,671.0,0
578080,PUBG: BATTLEGROUNDS,2,779610,DEATH FIELD: The Battle Royale of Disaster,0.81,0.7322,0.8414,0.814,"['action', 'adventure', 'massively multiplayer']","['action', 'battle royale', 'co op', 'competitive', 'difficult', 'early access', 'first person', 'fps', 'multiplayer', 'online co op', 'pvp', 'shooter', 'survival', 'team based', 'third person', 'third person shooter']","['multi player', 'online pvp']",2018-05-03,26.0,152.0,152
578080,PUBG: BATTLEGROUNDS,3,433850,Z1 Battle Royale,0.747,1.0,0.5784,1.0,"['action', 'adventure', 'free to play', 'massively multiplayer']","['action', 'battle royale', 'co op', 'early access', 'first person', 'fps', 'multiplayer', 'online co op', 'pvp', 'shooter', 'survival', 'third person shooter']","['multi player', 'online pvp', 'pvp']",2018-02-28,55.0,204340.0,144242
578080,PUBG: BATTLEGROUNDS,4,1000500,The Undisputables : Online Multiplayer Shooter,0.7178,0.7731,0.7196,0.6181,"['action', 'massively multiplayer']","['action', 'battle royale', 'co op', 'competitive', 'first person', 'fps', 'multiplayer', 'online co op', 'pvp', 'shooter', 'tactical', 'team based', 'third person', 'third person shooter']","['multi player', 'online pvp', 'pvp']",2021-12-05,80.0,15.0,0
578080,PUBG: BATTLEGROUNDS,5,731250,ExoTanks,0.7121,0.9533,0.6422,0.5897,"['action', 'free to play', 'massively multiplayer']","['action', 'co op', 'competitive', 'early access', 'first person', 'fps', 'multiplayer', 'online co op', 'pvp', 'shooter', 'strategy', 'tactical', 'team based', 'third person shooter']","['multi player', 'online pvp', 'pvp']",2020-12-20,66.0,183.0,0
578080,PUBG: BATTLEGROUNDS,6,2262200,FUBG: FIGHT UNKNOWN BATTLEGROUND,0.7004,0.8298,0.6752,0.5853,"['action', 'adventure', 'massively multiplayer']","['action', 'battle royale', 'early access', 'first person', 'fps', 'multiplayer', 'pvp', 'shooter', 'stealth', 'survival', 'tactical', 'third person', 'third person shooter']","['multi player', 'pvp']",2024-05-25,,0.0,0
578080,PUBG: BATTLEGROUNDS,7,439370,Midair,0.6997,0.9307,0.5284,1.0,"['action', 'free to play', 'massively multiplayer']","['action', 'co op', 'competitive', 'early access', 'first person', 'fps', 'multiplayer', 'online co op', 'shooter', 'survival', 'team based']","['multi player', 'online pvp', 'pvp']",2018-05-03,55.0,848.0,0
578080,PUBG: BATTLEGROUNDS,8,2645030,Chapter Wars,0.6956,0.7997,0.5808,0.9815,"['action', 'massively multiplayer']","['action', 'battle royale', 'co op', 'first person', 'fps', 'multiplayer', 'online co op', 'pvp', 'shooter', 'survival', 'tactical', 'team based']","['multi player', 'online pvp', 'pvp']",2023-11-17,100.0,10.0,0
578080,PUBG: BATTLEGROUNDS,9,1121710,Total Lockdown,0.6829,0.8298,0.5425,1.0,"['action', 'adventure', 'massively multiplayer']","['action', 'battle royale', 'competitive', 'fps', 'multiplayer', 'shooter', 'survival', 'third person shooter']","['multi player', 'online pvp', 'pvp']",2020-03-25,76.0,713.0,713
578080,PUBG: BATTLEGROUNDS,10,879160,Battlerite Royale,0.671,0.9533,0.4757,0.9815,"['action', 'free to play', 'massively multiplayer']","['action', 'battle royale', 'competitive', 'early access', 'multiplayer', 'online co op', 'pvp', 'survival']","['multi player', 'online pvp', 'pvp']",2019-02-19,74.0,8202.0,3367
578080,PUBG: BATTLEGROUNDS,11,544920,Darwin Project,0.6581,0.5632,0.6121,1.0,"['action', 'free to play']","['action', 'battle royale', 'co op', 'early access', 'fps', 'multiplayer', 'pvp', 'shooter', 'strategy', 'survival', 'third person', 'third person shooter']","['multi player', 'online pvp', 'pvp']",2020-01-13,81.0,18410.0,1390
578080,PUBG: BATTLEGROUNDS,12,506540,Last Man Standing,0.657,0.9069,0.5873,0.5194,"['action', 'adventure', 'free to play', 'massively multiplayer']","['action', 'battle royale', 'co op', 'first person', 'fps', 'multiplayer', 'pvp', 'shooter', 'strategy', 'survival', 'third person', 'third person shooter']","['multi player', 'online pvp']",2017-03-29,34.0,55.0,0
578080,PUBG: BATTLEGROUNDS,13,218230,PlanetSide 2,0.6464,0.9533,0.5017,0.7135,"['action', 'free to play', 'massively multiplayer']","['action', 'co op', 'first person', 'fps', 'multiplayer', 'online co op', 'pvp', 'shooter', 'strategy', 'tactical', 'team based']","['multi player', 'online pvp', 'pvp']",2012-11-20,81.0,73312.0,582
578080,PUBG: BATTLEGROUNDS,14,783770,Ironsight,0.6446,0.5974,0.6201,0.8215,"['action', 'free to play']","['action', 'battle royale', 'co op', 'competitive', 'first person', 'fps', 'multiplayer', 'online co op', 'pvp', 'shooter', 'strategy', 'team based']","['multi player', 'online pvp', 'pvp']",2019-06-19,72.0,22325.0,0
578080,PUBG: BATTLEGROUNDS,15,684130,Desert Strait: Operation Online,0.6359,0.6456,0.5454,0.9815,"['action', 'massively multiplayer']","['action', 'first person', 'fps', 'online co op', 'pvp', 'shooter', 'simulation', 'strategy', 'tactical', 'team based']","['multi player', 'online pvp', 'pvp']",2017-08-17,38.0,26.0,0
578080,PUBG: BATTLEGROUNDS,16,1427640,All-Time Battle,0.6297,0.8233,0.4565,1.0,"['action', 'free to play', 'massively multiplayer']","['action', 'battle royale', 'early access', 'first person', 'fps', 'pvp', 'shooter', 'tactical', 'team based']","['multi player', 'online pvp', 'pvp']",2020-10-24,41.0,36.0,0
578080,PUBG: BATTLEGROUNDS,17,1473480,A.V.A Global,0.6286,0.9533,0.4004,1.0,"['action', 'free to play', 'massively multiplayer']","['action', 'co op', 'competitive', 'first person', 'fps', 'multiplayer', 'online co op', 'pvp', 'shooter', 'strategy']","['multi player', 'online pvp', 'pvp']",2022-08-23,47.0,7546.0,0
578080,PUBG: BATTLEGROUNDS,18,291480,Warface: Clutch,0.6281,0.9533,0.5013,0.5937,"['action', 'free to play', 'massively multiplayer']","['action', 'co op', 'competitive', 'first person', 'fps', 'multiplayer', 'online co op', 'pvp', 'shooter', 'tactical', 'team based']","['multi player', 'online pvp', 'pvp']",2014-07-01,66.0,82215.0,922
578080,PUBG: BATTLEGROUNDS,19,390340,Umbrella Corps,0.6279,0.2959,0.6778,0.9815,['action'],"['action', 'co op', 'competitive', 'first person', 'fps', 'multiplayer', 'pvp', 'shooter', 'survival', 'tactical', 'team based', 'third person', 'third person shooter']","['multi player', 'online pvp', 'pvp']",2016-06-21,37.0,1146.0,1146
578080,PUBG: BATTLEGROUNDS,20,1170940,Outerstellar,0.6263,0.8233,0.4507,1.0,"['action', 'free to play', 'massively multiplayer']","['action', 'early access', 'fps', 'multiplayer', 'pvp', 'shooter', 'survival', 'team based', 'third person', 'third person shooter']","['multi player', 'online pvp', 'pvp']",2023-11-16,78.0,118.0,0
578080,PUBG: BATTLEGROUNDS,21,611020,CityBattle | Virtual Earth,0.6253,0.9533,0.395,1.0,"['action', 'free to play', 'massively multiplayer']","['action', 'co op', 'competitive', 'first person', 'fps', 'multiplayer', 'shooter', 'team based']","['multi player', 'online pvp', 'pvp']",2018-10-02,66.0,1515.0,0
578080,PUBG: BATTLEGROUNDS,22,2940700,Bagel,0.6249,0.7731,0.5368,0.7308,"['action', 'massively multiplayer']","['action', 'battle royale', 'co op', 'competitive', 'multiplayer', 'online co op', 'pvp', 'tactical', 'third person']","['multi player', 'online pvp', 'pvp']",2024-05-14,,0.0,0
578080,PUBG: BATTLEGROUNDS,23,2051500,Soak & Splash,0.6239,0.9784,0.0,1.0,"['action', 'adventure', 'free to play', 'massively multiplayer']",[],"['multi player', 'online pvp', 'pvp']",2024-02-04,89.0,1413.0,0
578080,PUBG: BATTLEGROUNDS,24,1375300,POLAR,0.6232,0.7731,0.5339,0.7308,"['action', 'massively multiplayer']","['action', 'co op', 'first person', 'fps', 'multiplayer', 'online co op', 'pvp', 'shooter', 'survival', 'tactical', 'team based']","['multi player', 'online pvp', 'pvp']",2020-08-31,,0.0,0
578080,PUBG: BATTLEGROUNDS,25,1049800,BLOCKADE,0.6224,0.9307,0.3996,1.0,"['action', 'free to play', 'massively multiplayer']","['action', 'co op', 'early access', 'first person', 'fps', 'multiplayer', 'shooter', 'survival', 'team based']","['multi player', 'online pvp', 'pvp']",2019-05-21,74.0,11444.0,0
578080,PUBG: BATTLEGROUNDS,26,374280,Hired Ops,0.6201,0.9533,0.3864,1.0,"['action', 'free to play', 'massively multiplayer']","['action', 'battle royale', 'co op', 'early access', 'first person', 'fps', 'multiplayer', 'pvp', 'shooter']","['multi player', 'online pvp', 'pvp']",2021-04-13,67.0,15546.0,2565
578080,PUBG: BATTLEGROUNDS,27,905640,Combat Arms: Reloaded,0.6175,0.8153,0.4441,0.9815,"['action', 'free to play', 'massively multiplayer']","['action', 'battle royale', 'first person', 'fps', 'multiplayer', 'shooter', 'simulation', 'strategy', 'survival']","['multi player', 'online pvp', 'pvp']",2018-10-31,55.0,2974.0,0
578080,PUBG: BATTLEGROUNDS,28,1280100,Element Battle Royale,0.6172,0.8603,0.4876,0.7308,"['action', 'free to play', 'massively multiplayer']","['action', 'battle royale', 'co op', 'first person', 'fps', 'multiplayer', 'online co op', 'pvp', 'simulation', 'survival', 'third person shooter']","['multi player', 'online pvp', 'pvp']",2020-04-23,61.0,91.0,0
578080,PUBG: BATTLEGROUNDS,29,2470740,Worldwide Battle Royale,0.617,0.9609,0.0,1.0,"['action', 'adventure', 'free to play', 'massively multiplayer']",[],"['multi player', 'online pvp', 'pvp']",2023-07-25,54.0,35.0,0
578080,PUBG: BATTLEGROUNDS,30,915320,Pixel Strike 3D,0.6157,0.5467,0.6176,0.7235,"['action', 'adventure', 'free to play']","['action', 'battle royale', 'co op', 'competitive', 'first person', 'fps', 'multiplayer', 'online co op', 'pvp', 'shooter', 'tactical', 'team based']","['multi player', 'online pvp', 'pvp']",2020-05-29,73.0,12549.0,0
578080,PUBG: BATTLEGROUNDS,31,2890270,Warfare : Battleground™,0.6149,0.9307,0.4543,0.7308,"['action', 'free to play', 'massively multiplayer']","['action', 'co op', 'first person', 'fps', 'multiplayer', 'online co op', 'pvp', 'shooter', 'team based']","['multi player', 'online pvp', 'pvp']",2024-04-30,50.0,30.0,0
578080,PUBG: BATTLEGROUNDS,32,1588540,Special Force Legion of Monsters,0.614,0.9533,0.0,1.0,"['action', 'free to play', 'massively multiplayer']",[],"['multi player', 'online pvp', 'pvp']",2024-02-28,36.0,22.0,0
578080,PUBG: BATTLEGROUNDS,33,1797880,Lost Light,0.614,0.9533,0.0,1.0,"['action', 'free to play', 'massively multiplayer']",[],"['multi player', 'online pvp', 'pvp']",2022-09-01,57.0,24779.0,0
578080,PUBG: BATTLEGROUNDS,34,1860150,Operation8 Project,0.614,0.9533,0.0,1.0,"['action', 'free to play', 'massively multiplayer']",[],"['multi player', 'online pvp', 'pvp']",2022-06-16,63.0,41.0,0
578080,PUBG: BATTLEGROUNDS,35,2677640,Peasant Royale,0.614,0.9533,0.0,1.0,"['action', 'free to play', 'massively multiplayer']",[],"['multi player', 'online pvp', 'pvp']",2023-12-29,71.0,295.0,0
578080,PUBG: BATTLEGROUNDS,36,884660,CRSED: Cuisine Royale,0.6137,0.9533,0.4489,0.7067,"['action', 'free to play', 'massively multiplayer']","['action', 'battle royale', 'first person', 'fps', 'multiplayer', 'pvp', 'shooter', 'survival', 'third person', 'third person shooter']","['multi player', 'online pvp', 'pvp']",2018-06-15,78.0,38530.0,0
