query_appid,query_game,rich_text_rank,appid,recommended_game,rich_text_score,release_date,release_year,genres,recommendations,pct_pos_total,num_reviews_total,peak_ccu
812140,Assassin's Creed® Odyssey,16,654520,Travel Riddles: Trip To Greece,0.129081,2017-06-23,2017,['Casual'],0,,0.0,0
812140,Assassin's Creed® Odyssey,17,582160,Assassin's Creed® Origins,0.128024,2017-10-26,2017,"['Action', 'Adventure', 'RPG']",102229,85.0,102363.0,3931
812140,Assassin's Creed® Odyssey,18,1402350,12 Labours of Hercules XI: Painted Adventure,0.124058,2020-11-18,2020,"['Action', 'Adventure', 'Casual', 'Strategy']",0,52.0,17.0,0
812140,Assassin's Creed® Odyssey,19,3136420,King Of The Pirates,0.124014,2024-08-30,2024,"['Action', 'Massively Multiplayer', 'Strategy', 'Free To Play']",0,72.0,43.0,0
812140,Assassin's Creed® Odyssey,20,289650,Assassin's Creed® Unity,0.122016,2014-11-11,2014,"['Action', 'Adventure']",66482,78.0,66586.0,1709
812140,Assassin's Creed® Odyssey,21,1299330,Victory At Sea Ironclad,0.120979,2023-04-25,2023,"['Action', 'Indie', 'Simulation', 'Strategy']",0,55.0,20.0,0
812140,Assassin's Creed® Odyssey,22,2745040,Polismos,0.119357,2024-12-06,2024,"['Simulation', 'Strategy']",0,78.0,32.0,2
812140,Assassin's Creed® Odyssey,23,618620,Naval Armada: Fleet Battle,0.119266,2020-01-14,2020,"['Action', 'Casual', 'Massively Multiplayer', 'Simulation', 'Free To Play']",0,55.0,170.0,4
812140,Assassin's Creed® Odyssey,24,911400,Assassin's Creed® III Remastered,0.118699,2019-03-29,2019,"['Action', 'Adventure']",10772,61.0,10829.0,580
812140,Assassin's Creed® Odyssey,25,1199220,An Odyssey: Echoes of War,0.118426,2019-12-26,2019,"['Adventure', 'Casual', 'Indie', 'RPG']",0,75.0,12.0,0
812140,Assassin's Creed® Odyssey,26,1165430,1001 Jigsaw. Myths of ancient Greece (拼图),0.116469,2020-01-21,2020,['Casual'],0,66.0,12.0,0
812140,Assassin's Creed® Odyssey,27,2776190,Crowd Control VR,0.116271,2024-02-24,2024,"['Casual', 'Indie', 'Simulation']",0,,0.0,0
812140,Assassin's Creed® Odyssey,28,2307690,Ancient Saga: Vikings Journey,0.115848,2023-04-20,2023,"['Adventure', 'Casual', 'Strategy', 'Free To Play']",0,89.0,84.0,0
812140,Assassin's Creed® Odyssey,29,566050,Zeus + Poseidon,0.115488,2016-12-15,2016,['Strategy'],1672,96.0,1672.0,115
812140,Assassin's Creed® Odyssey,30,15100,Assassin's Creed™: Director's Cut Edition,0.113565,2008-04-09,2008,"['Action', 'Adventure']",19551,81.0,19777.0,84
812140,Assassin's Creed® Odyssey,31,2806410,Project Entropy,0.112952,2024-04-16,2024,"['Adventure', 'Massively Multiplayer', 'Simulation', 'Strategy', 'Free To Play']",0,52.0,89.0,0
812140,Assassin's Creed® Odyssey,32,275810,7 Wonders of the Ancient World,0.112794,2014-02-18,2014,"['Casual', 'Strategy']",0,87.0,78.0,6
812140,Assassin's Creed® Odyssey,33,806950,Victory At Sea Pacific,0.111436,2018-09-14,2018,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",562,61.0,562.0,8
812140,Assassin's Creed® Odyssey,34,707060,Beast Quest,0.110695,2018-03-13,2018,"['Action', 'Adventure', 'RPG']",0,29.0,41.0,0
812140,Assassin's Creed® Odyssey,35,938740,MUSEUM VOLUME I,0.110669,2018-11-05,2018,"['Adventure', 'Indie']",0,60.0,10.0,0
812140,Assassin's Creed® Odyssey,36,307670,Hard West,0.110577,2015-11-18,2015,"['Adventure', 'Indie', 'RPG', 'Strategy']",3920,75.0,3921.0,5
812140,Assassin's Creed® Odyssey,37,1209410,King of Seas,0.109665,2021-05-25,2021,"['Action', 'Adventure', 'Indie', 'RPG']",567,57.0,568.0,6
812140,Assassin's Creed® Odyssey,38,1911590,Set Sail,0.108084,2022-10-21,2022,"['Casual', 'Indie']",0,88.0,17.0,0
812140,Assassin's Creed® Odyssey,39,3411580,Mystery of Myths: Heart of Athens Collector's Edition,0.107788,2025-01-28,2025,"['Adventure', 'Casual']",0,,0.0,1
812140,Assassin's Creed® Odyssey,40,2467720,"Block, Love, and Ancient Greece",0.107718,2023-09-04,2023,"['Casual', 'Indie', 'Free To Play']",0,89.0,37.0,0
812140,Assassin's Creed® Odyssey,41,2527640,Alvara,0.107609,2023-09-29,2023,"['Adventure', 'Indie', 'RPG', 'Early Access']",0,,0.0,0
812140,Assassin's Creed® Odyssey,42,2994850,Poseidon,0.10699,2024-05-30,2024,"['Casual', 'Indie', 'Simulation']",0,,0.0,0
812140,Assassin's Creed® Odyssey,43,354380,Assassin’s Creed® Chronicles: China,0.10676,2015-04-21,2015,"['Action', 'Adventure']",3330,73.0,3333.0,18
812140,Assassin's Creed® Odyssey,44,421790,The Bradwell Conspiracy,0.106192,2019-10-08,2019,"['Adventure', 'Casual', 'Indie']",0,59.0,61.0,0
812140,Assassin's Creed® Odyssey,45,1199540,Spartan Commander Realtime,0.105939,2020-03-31,2020,"['Action', 'Adventure', 'Free To Play', 'Indie', 'RPG', 'Simulation']",0,41.0,17.0,0
812140,Assassin's Creed® Odyssey,46,1576420,Black Trail VR,0.105908,2024-04-08,2024,"['Action', 'Adventure', 'Indie']",0,51.0,29.0,0
812140,Assassin's Creed® Odyssey,47,1545830,Yaengard,0.105525,2022-05-05,2022,"['Adventure', 'RPG']",118,75.0,118.0,0
812140,Assassin's Creed® Odyssey,48,33230,Assassin's Creed 2,0.105041,2010-03-09,2010,"['Action', 'Adventure']",49557,89.0,49589.0,1125
812140,Assassin's Creed® Odyssey,49,361110,Prometheus - The Fire Thief,0.104524,2015-04-20,2015,"['Action', 'Adventure', 'Indie']",0,,0.0,0
812140,Assassin's Creed® Odyssey,50,854030,Ancient Journey VR,0.104478,2018-06-08,2018,"['Adventure', 'Casual', 'Indie']",0,35.0,14.0,0
